id,name,team,canon,acc,list
30146274132,Amilia Keislins,Whitley County,3-8,3-7,3-7
31922083132,Amina Neal,Eastern,4-5,4-6,4-4
30203457132,Amy Velasco,Lafayette,29-4,30-4,29-4
30583849132,Ana Tierney,Woodford County,35-10,40-13,35-10
30159240132,Angie Cartagena,Danville,14-15,14-15,14-14
30196077132,Anijah McGinnis,Central,8-15,8-15,8-14
30336747132,Anna Clark,Hopkinsville,7-12,6-13,7-12
30210311132,Annabel Penrod,Danville,0-9,0-9,0-8
30115370132,Arianna Stevens,Simon Kenton,5-8,5-8,4-8
30158468132,Asina Gilbert,Frederick Douglass,18-8,17-8,17-8
30158570132,Asmin Saidi,Frederick Douglass,20-9,20-9,19-9
33574673132,Aubree Ison,Rowan County,11-5,12-5,9-5
33614723132,Autumn Creech,Woodford County,2-3,4-4,2-3
30719557132,Autumn Jackson,Mason County,4-14,5-16,4-13
30115319132,Ava Buelterman,Highlands,2-6,3-6,2-6
30338282132,Ava Castleman,Scott County,47-4,47-5,46-4
30152868132,Ava Leary,Fairdale,14-9,10-8,14-9
30199276132,Avaley Moore,Fort Campbell,16-15,18-15,16-15
31804233132,Avery Cox,Campbellsville,0-4,0-5,0-4
30115354132,Bailey Boyd,Scott County,12-24,12-26,12-21
30115164132,Bailey Buchanan,Union County,15-9,15-10,15-9
30398560132,Bayleigh Thompson,Mccreary Central,18-14,17-13,18-14
30115366132,Braelyn Babb,Simon Kenton,7-14,8-15,7-14
30400648132,Bree Kimberlin,Paducah Tilghman,4-8,4-10,4-8
31519581132,Brelee Cox,Mercer County,4-6,4-7,4-6
30719556132,Brianna Rosenberg,Mason County,11-7,12-7,10-7
30115104132,Brianna Slone,Perry County Central,23-7,23-7,22-7
30116350132,Britain Howard,North Hardin,19-18,15-15,19-18
30115258132,Brooklin Clark,Harrison County,5-7,5-7,5-6
30115049132,Brooklyn Banfield,Montgomery County,26-8,25-8,25-8
30499980132,Brooklyn Cash,Boyle County,5-15,5-16,5-15
30398333132,Brooklyn Sammons,Mccreary Central,24-9,23-9,24-9
30284511132,Bryee Talley,Henderson County,4-2,3-2,4-2
30507287132,Bryonah Mayes,Trigg County,8-9,8-10,8-9
31443688132,Cairistine Graves,North Hardin,2-12,0-8,2-12
30182936132,Callie Patton,Daviess County,0-7,0-7,0-6
30203456132,Camila Velasco Pillacios,Lafayette,23-9,23-9,22-9
30115353132,Candan Allen,Scott County,25-19,25-18,23-19
30116346132,Carissa Ross,North Hardin,35-10,31-9,35-10
30222996132,Carlee Blair,Fort Campbell,11-13,11-12,10-12
30222968132,Cassidy Harrington,Fort Campbell,52-8,53-8,51-8
30401231132,Celia Veal,Paducah Tilghman,0-5,0-7,0-5
30284503132,Charleigh Olmsted,Henderson County,21-17,20-17,21-16
30233962132,Chelsie Reynolds,Green County,2-6,1-6,2-6
30115391132,Cheyenne Caudill,Bourbon County,1-5,1-6,1-5
30115403132,Chyanne Maggard,Ashland Blazer,9-4,10-3,8-4
30116351132,Claire Skeeters,North Hardin,24-11,23-9,22-12
30338221132,Clara Griffin,Scott County,1-20,1-21,1-20
30115215132,Cristina Miralda,South Warren,16-13,16-13,15-13
30115170132,D`vine Stiles,Union County,9-14,9-16,9-14
30555459132,Daniela Davila,North Hardin,3-3,2-2,3-3
30398244132,Daveallen Chinas-Rodriguez,Mccreary Central,17-13,15-14,17-13
30116352132,Deanna Moorman,North Hardin,16-9,16-7,15-9
30146348132,Deina Nelson,Whitley County,10-12,9-12,10-12
30222964132,Delaney Perry,Fort Campbell,21-24,25-24,21-24
30115367132,Destiny Tapp,Simon Kenton,15-15,15-13,14-14
30572528132,Destiny Walters,Boyd County,13-5,13-5,12-5
30115365132,Devon Banks,Simon Kenton,24-11,25-11,24-11
30149708132,Diana Vawter,Holmes,6-16,6-15,6-16
30484752132,Diva Hall,Moore,33-8,35-8,33-7
30155783132,Drew Crandall,Owensboro,8-10,9-11,8-10
30213936132,ERYAH REESE,Madison Central,30-5,30-4,29-5
30115377132,Elena Verdejo Luce,Eastern,6-13,6-13,5-13
30203454132,Elene Niyogoshima,Lafayette,27-8,26-8,26-8
30115394132,Elexis Herrington,Bourbon County,6-7,6-6,6-6
30512872132,Eleyna Wood,North Hardin,2-5,2-4,2-4
30222969132,Elizabeth Allen,Fort Campbell,41-10,43-10,41-10
30159242132,Ella Sadler,Danville,27-5,27-5,26-5
30116217132,Emilee Klidzejs,Caldwell County,22-16,22-16,22-15
30659802132,Emily Schroader,Bullitt East,27-9,28-9,26-9
30115270132,Emma Bailey,Harrison County,14-11,14-10,14-11
30115356132,Emma Cheatham,Union County,30-11,30-11,29-11
30115315132,Emma Hood,Highlands,25-2,26-2,25-2
30163111132,Emma Moore,Walton-Verona,36-6,36-6,34-6
30200335132,Emma Towles,Fern Creek,1-10,1-11,1-9
30282290132,Emmery Evans,McCracken County,18-11,19-11,15-11
30968383132,Eva Coleman,Nelson County,0-3,0-2,0-3
30115176132,Eva Mushambokazi,Ballard,1-9,1-9,1-7
30284509132,Evelyn Estes,Henderson County,27-7,26-7,27-6
30196079132,Faith Allen,Central,31-1,31-1,30-1
30400754132,Gabriella Reynolds,Paducah Tilghman,7-7,7-7,7-6
30696706132,Grace Cassell,Fort Campbell,10-0,12-0,10-0
30116370132,Grace Dowell,North Hardin,0-4,0-2,0-4
30115064132,Grace Helton,Bell County,23-11,23-11,22-11
30719554132,Grace Walker,Mason County,3-8,3-7,3-8
30507371132,Gracey Lingenfelter,Trigg County,14-9,16-9,13-9
30515733132,Gracie Roberts,Harlan County,8-11,8-9,8-11
30605104132,Gwendolyn Darden,Russellville,1-13,1-14,1-12
30115239132,Hadley Haggard,Spencer County,17-13,18-12,17-13
30980741132,Hailee Hardin,Nelson County,3-5,2-5,3-5
30397961132,Hailey Fee,Mccreary Central,7-10,7-9,7-10
30116226132,Hailey Scott,Caldwell County,12-25,12-24,12-25
30115067132,Hannah Fetters,Bell County,28-9,27-9,28-9
30115393132,Harlow Morris,Bourbon County,0-4,0-5,0-4
30499372132,Harper Swanson,John Hardin,1-18,1-20,1-18
30719555132,Haven Marshall,Mason County,7-9,8-10,7-9
30115579132,Hera Alojado,Central Hardin,32-15,32-15,31-15
30115172132,Holly Macario-Avila,Newport,1-7,1-8,1-7
30115063132,Iris Wells,North Oldham,18-11,18-12,18-11
30115271132,Isabell Bryant,Harrison County,24-9,23-9,23-8
30515744132,Isabella Bolin,Harlan County,2-11,2-10,2-11
31500417132,Isabella Warner,Central,4-16,4-15,4-16
30146405132,Izabella Herndon,Whitley County,8-13,8-12,8-13
30115171132,Jacelyn Smith,Union County,21-11,20-11,21-11
30115190132,Jacey Lyddane,Woodford County,18-26,21-26,18-22
30625971132,Jada Frazier,Bryan Station,5-4,4-4,3-4
30115344132,Jaden Faulkner Jackson,Moore,6-3,6-2,6-3
31148663132,Jakira Sanchez,Southern,1-2,0-2,1-2
31550752132,Jamiah Young,Western,6-10,7-10,6-10
31519579132,Jaycee Foley,Mercer County,6-6,7-7,6-6
30401631132,Jazzlyn Martin,North Hardin,20-7,21-6,19-7
30203448132,Jeanette Asukulu,Lafayette,29-6,27-6,29-6
31148635132,Jeila Ramos,Southern,13-0,14-0,12-0
30115237132,Jenna Riggs,Spencer County,18-15,18-14,18-15
30338678132,Jennifer Vargus,Scott County,16-24,18-26,15-22
30222967132,Jennifer Velazquez,Fort Campbell,27-21,29-21,26-21
30115259132,Jenny White,Harrison County,30-3,28-3,29-3
33558857132,Jessalyn Roberts,Pulaski County,1-4,1-2,1-4
30116364132,Julianna Wideman,North Hardin,11-11,10-9,11-11
30115175132,Juliette Ruiz,Ballard,21-1,22-1,21-1
30115216132,June Napier,South Warren,29-17,27-16,29-17
30146687132,Kaidence Perkins,Whitley County,7-10,8-9,7-10
30147084132,Kailee Abbott,Whitley County,15-8,15-8,13-7
30237784132,Kaliann Stephens,Whitley County,0-3,0-4,0-3
30816952132,Kamilah Nana,Butler,16-8,16-8,16-7
30225943132,Kamyra Dickey,Caldwell County,20-19,20-19,20-18
31361008132,Kara Davidson,Montgomery County,3-7,2-7,3-7
30886258132,Katelyn Hall,Floyd Central,0-4,0-3,0-4
30115295132,Kathryn Floyd,Bardstown,30-13,30-13,30-11
30572530132,Kathryn McDaniels,Boyd County,13-9,12-8,12-9
30498822132,Kaulana kuiee,John Hardin,27-17,27-17,26-17
30397599132,Kayden Thompson,Mccreary Central,25-3,24-3,25-3
30222965132,Kayla Maslonka,Fort Campbell,38-13,41-12,38-13
30182830132,Kaylee Klee,Daviess County,10-9,11-9,9-9
30115380132,Kaylee Lafollette,Walton-Verona,1-8,1-7,1-8
30398226132,Kaylee Parriman,Mccreary Central,9-10,9-9,9-10
30498982132,Kaylin Alfred,John Hardin,4-12,4-13,4-12
30115197132,Kaylyn Lawson,Taylor County,27-5,26-5,27-5
33824699132,Keiona Skaggs,East Carter,13-2,12-2,12-2
30115081132,Keira Good,Bell County,23-7,22-7,23-7
30116228132,Keirli Herran,Caldwell County,20-25,20-25,18-25
30347771132,Kelbie Trautman,Southwestern,12-6,14-6,11-6
30115405132,Kendall Baker,Boyle County,1-8,1-8,1-7
30887729132,Kenlei Hatfield,North Hardin,3-9,3-6,3-9
30272965132,Kenna Burton,Montgomery County,9-17,9-17,9-16
30115191132,Kennedy Rudd,Woodford County,23-12,26-12,21-11
30284499132,Kennedy Sohne,Henderson County,30-12,30-12,29-11
30115297132,Kennedy Tobe,Bardstown,7-14,7-14,6-13
30115044132,Kenzie Lee,Montgomery County,20-12,21-12,20-12
30398032132,Keyonna Perry,Mccreary Central,20-8,18-8,19-8
30143997132,Khaaliyah Jones,Franklin County,13-10,13-9,13-10
30498823132,Khloe Alfred,John Hardin,12-12,11-14,12-12
30115387132,Khloe Thompson,Moore,16-13,16-15,14-13
30886228132,Killian Harrison,Floyd Central,2-4,1-4,2-4
30714224132,Kimberly Jimenez Garcia,Doss,17-10,18-10,16-10
30886315132,Kinsey Sturgill,Floyd Central,0-2,0-1,0-2
31783144132,Kolbie Lewis,Mccreary Central,4-7,4-6,4-7
32124379132,Kristina Schmucker,Great Crossing,2-4,2-6,2-4
30199486132,Kyla Vest,Fort Campbell,20-13,20-13,20-12
30398351132,Kylan Phillips,Mccreary Central,17-13,15-12,17-13
31154529132,Kyleigh Harrison,Great Crossing,9-16,8-15,9-16
30115168132,Kylie Cross,Union County,22-13,22-13,22-12
30213992132,LILLIAN COLE,Madison Central,4-15,4-14,4-15
30115100132,Lacey Gilbert,Woodford County,35-3,35-3,33-3
30115240132,Lacy Goodlett,Spencer County,7-20,7-20,7-19
30228741132,Laney Doolin,Spencer County,35-11,34-11,34-11
30115316132,Lauren Battle,Highlands,10-13,11-13,10-13
30115260132,Lauren King,Harrison County,13-14,13-13,13-13
30370633132,Layla Adams,Madison Southern,0-5,0-5,0-4
30115253132,Layla Davis,Harrison County,22-3,22-3,22-2
30115358132,Leah Boggs,Campbell County,18-13,19-14,18-13
30115296132,Leeah Sauter,Bardstown,9-13,8-13,9-13
30484702132,Lenda Saleh,Moore,5-16,5-14,5-16
30115307132,Lexi Bowlin,Harrison County,13-9,13-8,13-9
30116225132,Lexi Gobin,Caldwell County,32-16,31-15,31-15
30115212132,Lexi Proudfoot,South Oldham,16-15,16-17,16-14
30198967132,Lillian Harned,McCracken County,20-12,20-12,19-12
30222966132,Lillianah DeWitt,Fort Campbell,34-8,36-8,34-8
30115263132,Lily Nelson,Harrison County,23-8,22-8,23-8
30714227132,Lily Perez,Doss,3-2,3-2,2-2
30305784132,Lilyan List,Apollo,16-5,16-5,15-5
30115343132,Lizbeth Lopez,Moore,8-9,8-9,7-9
30115192132,London Mosley,Woodford County,18-31,22-30,17-27
30115248132,Lyla Smith,Boyle County,24-3,26-3,24-3
30182519132,Lyllian Sandefur,Daviess County,2-4,3-4,2-4
31310402132,Macey Shipp,Eastern,4-5,4-6,4-5
30115580132,Mackenna Hogan,Central Hardin,7-15,7-15,7-14
31519577132,Mackenzie Carrier,Mercer County,2-10,2-11,2-10
30115048132,Mackenzie Lyman,Montgomery County,8-10,7-10,8-10
30173287132,Mackenzie McGeorge,Great Crossing,19-14,20-15,18-12
30203453132,Mackenzie Medley,Lafayette,27-8,26-8,26-8
30115362132,Mackenzie Ratliff,Simon Kenton,10-24,10-24,10-23
30605101132,Madden Bloodworth,Russellville,5-13,5-15,5-13
30115339132,Maddison Miles,Montgomery County,21-14,21-13,20-12
30556008132,Madeline Martin,North Hardin,2-5,2-5,2-4
30115340132,Madelyn Lehenbauer,Moore,12-9,11-9,11-9
32369871132,Madison Davis,Southwestern,7-4,8-4,7-4
30115583132,Madison Joyner,Central Hardin,13-16,13-17,13-16
30967781132,Madyson Votaw,Nelson County,24-6,17-5,23-6
30115247132,Makyla Folwer,Boyle County,30-4,30-4,29-4
30115320132,Margaret Gallagher,Highlands,4-11,5-11,4-11
30115359132,Mariah Koch,Campbell County,18-9,18-9,17-9
30158419132,Mariana Gilbert,Frederick Douglass,16-5,15-5,16-5
30155785132,Maya Montalvo,Owensboro,5-10,5-11,5-10
30305783132,Mayte Lopez,Apollo,16-8,16-8,16-7
30115180132,Mia Barnett,Bell County,8-15,8-14,8-15
30116347132,Mia Green,North Hardin,37-9,37-7,37-9
30213937132,NARAE COMPTON,Madison Central,32-9,32-9,32-8
30196045132,NaRhiya Davis,Central,9-23,8-22,8-21
30115218132,Nahomy (Sophia) Miralda,South Warren,12-6,11-6,12-6
30115200132,Naiya Delos Santos,Taylor County,28-3,26-3,27-3
30556103132,Naomi Nails,North Hardin,13-12,12-12,13-12
30115198132,Nastaja Cooper,Taylor County,21-7,20-7,19-7
30115293132,Natalie Maggard,Henry Clay,17-12,19-14,16-11
30173268132,Nayeli Solis,Great Crossing,29-13,29-14,27-12
30203452132,Noel Karezo,Lafayette,11-10,11-9,11-10
30659782132,Noxie Melton,Bullitt East,21-4,21-4,20-4
30146890132,Olivia Fuson,Whitley County,23-6,22-6,22-6
30605103132,Olivia Sayne,Russellville,1-9,1-10,1-9
30144001132,Olivia Tylke,Franklin County,10-13,10-12,10-13
30719558132,Paige Collins,Mason County,7-10,8-10,7-10
30171634132,Paityn Richardson,Grant County,3-6,2-8,3-6
30146911132,Patti McIntire,Whitley County,5-3,4-3,5-3
30498820132,Payten Aberl,John Hardin,15-15,15-14,15-15
30116223132,Payten Simmons,Caldwell County,16-22,15-22,16-21
30116361132,Payton Perry,North Hardin,33-7,32-7,33-7
30223417132,Payton Pomeroy,Pleasure Ridge Park,13-4,12-4,13-4
30533129132,Peyton Brinkman,Ryle,18-6,15-4,18-5
30115251132,Porter Tagarook,Boyle County,23-9,24-9,22-9
30533169132,Preslee Steiber,Ryle,12-8,12-6,12-7
30115161132,Rakhaya Temple,Newport,8-11,8-11,7-10
30533153132,Reagan McNerney,Ryle,4-11,4-9,4-11
30115220132,Rebecca Ford,South Warren,6-25,6-23,6-25
30115382132,Rebecca McCray,Walton-Verona,10-9,9-9,10-8
33574546132,Reyna Petre,Rowan County,6-7,7-7,6-6
30336674132,Rheanna Walker,Hopkinsville,12-10,12-9,12-10
30196078132,Rhionna Baughman,Central,30-11,29-11,29-10
30115196132,Rialee Boyd,Taylor County,27-7,26-7,27-7
30555227132,Riece Laughlin,Simon Kenton,19-11,20-11,19-11
30115321132,Riley Booth,Highlands,12-11,13-11,11-11
30302470132,Riley Colyer,Whitley County,4-9,4-7,4-9
30115061132,Riley Galusha,Scott County,17-15,19-14,17-15
30115221132,Riley Lawless,South Warren,19-19,18-18,19-19
30115213132,Rosie Parra Jimenez,South Oldham,22-17,21-17,22-17
30817457132,Rowyn Eskridge,Butler,12-12,12-12,11-11
30115292132,Rusi Hamisi,Henry Clay,2-14,2-17,2-14
30605102132,Rylee Grayson,Russellville,3-7,3-8,3-7
30115402132,Ryleigh Mahan,Ashland Blazer,15-8,15-7,15-8
30115261132,Ryleigh Maybrier,Harrison County,23-8,22-8,23-8
30213932132,SOPHIE BUTTS,Madison Central,26-13,26-13,25-13
30213938132,SYDNEY BLACK,Madison Central,7-15,7-16,7-15
30173272132,Sadie Parker,Great Crossing,27-18,26-19,27-18
30115059132,Samantha Oliver,Scott County,47-9,52-10,46-9
30499282132,Sari Paulk,John Hardin,5-11,5-13,5-11
30556296132,Savannah French,North Hardin,26-14,21-13,25-13
30659780132,Savannah Martin,Bullitt East,6-7,7-7,6-7
30284505132,Serenity Rivera,Henderson County,22-14,22-14,22-12
32669598132,Sevira Taito,Fort Campbell,3-8,3-6,3-6
30398432132,Shaelyn Watters,Mccreary Central,22-12,21-12,22-12
30115210132,Shelby Clayton,Taylor County,23-8,23-8,22-8
30115290132,Sianni Appolon,Henry Clay,35-0,36-0,34-0
31804873132,Siren Tucker,Green County,2-10,2-9,2-9
30115581132,Skylar Wise,Central Hardin,3-13,3-13,3-12
30507166132,Skyler Novosselov,Trigg County,2-0,1-0,2-0
30115378132,Sonia Tarley,Eastern,18-8,18-8,18-7
30484801132,Sophia Jobe,Moore,5-6,5-5,5-6
30115262132,Sophia Moore,Harrison County,17-6,16-6,17-6
30115584132,Stacey Kreamalmeyer,Central Hardin,26-22,26-21,26-22
30115060132,Sydney Coon,Scott County,19-27,21-29,19-25
30115054132,Talynn Clark,Ohio County,40-4,41-4,39-4
30116357132,Tamara Partee,North Hardin,17-19,16-15,17-19
32120383132,Tara Powers,Whitley County,0-1,0-2,0-1
31489987132,Tatum Millet,Oldham County,16-0,15-0,16-0
30171632132,Taylor Moorman,Grant County,8-5,9-6,8-5
30862831132,Teresa Helm,Trigg County,3-6,3-6,3-5
30116362132,Tori Myers,North Hardin,1-14,1-13,1-14
30115206132,Torri Taunton,Taylor County,2-14,2-13,2-14
31519580132,Trinity Drew,Mercer County,6-9,8-10,6-9
30147099132,Trinity Hopkins,Whitley County,10-14,10-12,10-12
30203458132,Trinity Matthews,Lafayette,23-6,22-6,21-6
30968302132,Trinity Mattingly,Nelson County,12-13,12-14,12-13
30116220132,Virginia Stewart,Caldwell County,30-18,30-17,30-18
30115404132,Vivian Moyer,Ashland Blazer,11-8,10-7,11-7
30886220132,Weather Bryant,Floyd Central,10-4,12-4,10-4
30149659132,Yuli Aguilar,Holmes,8-14,7-13,8-14
30115058132,ZYLER MCMILLIAN,Scott County,30-12,32-11,29-12
30115199132,Zeliah Cooper,Taylor County,13-11,13-10,13-11
30696658132,Zemirah Witt,Fort Campbell,26-16,29-16,25-16
30233964132,Zoey Beard,Green County,3-2,2-2,3-2
30696675132,Zy`Ahnee Miller,Fort Campbell,10-10,11-10,10-10
30696691132,Zy`Aziah Langley,Fort Campbell,20-8,19-8,19-8
30115273132,loralei Nelson,Harrison County,17-9,16-9,17-9
