gender,season,wrestler_1,team_1,wrestler_2,team_2,weight,dropped_date,dropped_event,dropped_result,kept_date,kept_event,kept_result
boys,2015,Justin Defler,Bullitt East,Dejuan Maffett,Iroquois,150,2014-12-06,vs. Bullitt East,Fall 0:00,2014-12-05,vs. Iroquois,Fall 1:14
boys,2015,Spencer Warren,Bullitt East,Brandon Reed,Iroquois,285,2014-12-06,vs. Bullitt East,MD 12-4,2014-12-05,vs. Iroquois,MD 12-4
boys,2015,Cade Wagoner,Bourbon County,Drake Davis,Tates Creek,126,2014-12-19,2014 Five Star Classic,Fall 0:00,2014-12-20,Lafayette 5 Star,Fall 0:58
boys,2015,Kevin Vasquez,Lafayette,Braden Wyatt,Bourbon County,132,2014-12-20,Lafayette 5 Star,Dec 10-3,2014-12-19,2014 Five Star Classic,Dec 10-3
boys,2015,Braden Wyatt,Bourbon County,Ryan McManus,Madison Central,132,2014-12-20,Lafayette 5 Star,Dec 7-6,2014-12-19,2014 Five Star Classic,Dec 7-6
boys,2015,Lucas Harrison,Scott County,Braden Wyatt,Bourbon County,132,2014-12-20,Lafayette 5 Star,MD 13-5,2014-12-19,2014 Five Star Classic,MD 13-5
boys,2015,Cade Wagoner,Bourbon County,Luis Paredes,Paul Dunbar,126,2014-12-20,Lafayette 5 Star,Fall 0:58,2014-12-19,2014 Five Star Classic,Fall 0:58
boys,2015,Landon Brown,Lafayette,Erick Ortiz,North Hardin,144,2014-12-20,Lafayette 5 Star,Fall 0:00,2014-12-19,2014 Five Star Classic,Fall 0:00
boys,2015,Raymond Williams,North Hardin,Patrick Rodrigue,Lafayette,150,2014-12-20,Lafayette 5 Star,Fall 0:00,2014-12-19,2014 Five Star Classic,Fall 0:00
boys,2015,Alex Wright,Bourbon County,Stephen Leddy,Paul Dunbar,150,2014-12-20,Lafayette 5 Star,Fall 2:53,2014-12-19,2014 Five Star Classic,Fall 2:53
boys,2015,Zalik Coates,North Hardin,Jack Lindsey,Madison Central,175,2014-12-20,Lafayette 5 Star,Fall 0:00,2014-12-19,2014 Five Star Classic,Fall 1:30
boys,2015,LaCorey Robinson,North Hardin,William Bossert,Lafayette,190,2014-12-20,Lafayette 5 Star,Dec 3-2,2014-12-19,2014 Five Star Classic,Dec 3-2
boys,2015,Benjamin Fooks,Bourbon County,Clay Benge,Boyle County,215,2014-12-19,2014 Five Star Classic,Fall 0:00,2014-12-20,Lafayette 5 Star,Fall 1:52
boys,2015,Jorge Mendez,Bourbon County,Daniel Yun,Male,285,2014-12-19,2014 Five Star Classic,Fall 0:00,2014-12-20,Lafayette 5 Star,Fall 5:29
boys,2015,Fernando Rebolledo,Franklin County,Yan Isenhart,North Oldham,157,2015-01-17,vs. North Oldham,Fall 0:00,2015-01-16,vs. Franklin County,Fall 3:51
boys,2015,Drew Johnson,North Oldham,Zach Manns,Franklin County,113,2015-01-17,vs. North Oldham,Dec 7-2,2015-01-16,vs. Franklin County,Dec 7-2
boys,2015,Matthew Manns,Franklin County,Val Liu,North Oldham,126,2015-01-17,vs. North Oldham,MD 11-2,2015-01-16,vs. Franklin County,MD 11-2
boys,2015,Aaron Valentine,Franklin County,Dylan Gilezan,North Oldham,144,2015-01-17,vs. North Oldham,MD 8-0,2015-01-16,vs. Franklin County,MD 8-0
boys,2015,Matthew Bishop,Franklin County,John Reitnauer,North Oldham,150,2015-01-17,vs. North Oldham,TF 20-5 0:00,2015-01-16,vs. Franklin County,TF 20-5 0:00
boys,2015,Matthew Anderson,Franklin County,Collin Portman,North Oldham,190,2015-01-17,vs. North Oldham,Fall 0:00,2015-01-16,vs. Franklin County,Fall 0:30
boys,2015,Demwan Hall,Franklin County,Jaron Schmidt,North Oldham,215,2015-01-17,vs. North Oldham,Dec 9-2,2015-01-16,vs. Franklin County,Dec 9-2
boys,2015,Jack Anderson,Franklin County,Landin Jones,North Oldham,285,2015-01-17,vs. North Oldham,Fall 0:00,2015-01-16,vs. Franklin County,Fall 0:22
