gender,season,wrestler_1,team_1,wrestler_2,team_2,weight,dropped_date,dropped_event,dropped_result,kept_date,kept_event,kept_result
boys,2021,Jacob Devaney,Ashland Blazer,Seth Davis,Johnson Central,138,2021-02-06,vs. Ashland Blazer,Fall 0:00,2021-02-05,vs. Johnson Central,Fall 2:27
boys,2021,Ryan Billups,Ashland Blazer,Logan Castle,Johnson Central,150,2021-02-06,vs. Ashland Blazer,Fall 0:00,2021-02-05,vs. Johnson Central,Fall 0:26
boys,2021,Jack Latherow,Ashland Blazer,Thomas Matney,Johnson Central,165,2021-02-06,vs. Ashland Blazer,Dec 2-0,2021-02-05,vs. Johnson Central,Dec 2-0
boys,2021,Jack Latherow,Ashland Blazer,nick stapleton,Johnson Central,165,2021-02-06,vs. Ashland Blazer,Dec 3-0,2021-02-05,vs. Johnson Central,Dec 3-0
boys,2021,Kolby Coburn,Ashland Blazer,Levid Rodriguez,Johnson Central,190,2021-02-06,vs. Ashland Blazer,MD 9-1,2021-02-05,vs. Johnson Central,MD 9-1
boys,2021,Triston Rayburn,Ashland Blazer,Logan Lemaster,Johnson Central,285,2021-02-06,vs. Ashland Blazer,Dec 3-1,2021-02-05,vs. Johnson Central,Dec 3-1
boys,2021,Triston Rayburn,Ashland Blazer,Jesse McCoy,Johnson Central,285,2021-02-06,vs. Ashland Blazer,Dec 3-0,2021-02-05,vs. Johnson Central,Dec 3-0
boys,2021,Breyden Whorton,LaRue County,Miller Brown,Oldham County,106,2021-03-27,KHSAA State Final Round,Dec 7-4,2021-03-20,KHSAA State First Round - 1,Dec 7-4
boys,2021,Jordyn Raney,Union County,Breyden Whorton,LaRue County,106,2021-03-27,KHSAA State Final Round,Dec 2-0,2021-03-20,KHSAA State First Round - 1,Dec 2-0
boys,2021,Breyden Whorton,LaRue County,Colin Tucker,Wayne County,106,2021-03-27,KHSAA State Final Round,Dec 4-3,2021-03-20,KHSAA State First Round - 1,Dec 4-3
boys,2021,Leland Reeves,Taylor County,Rider Trumble,Ryle,113,2021-03-27,KHSAA State Final Round,Dec 4-2,2021-03-20,KHSAA State First Round - 1,Dec 4-2
boys,2021,Hunter Jenkins,Union County,Rider Trumble,Ryle,113,2021-03-27,KHSAA State Final Round,Fall 0:58,2021-03-20,KHSAA State First Round - 1,Fall 0:58
boys,2021,Timothy Nichols,Caldwell County,Joseph Sander,Ryle,120,2021-03-27,KHSAA State Final Round,Fall 3:39,2021-03-20,KHSAA State First Round - 1,Fall 3:39
boys,2021,Joseph Sander,Ryle,Joe Lampe,Male,120,2021-03-27,KHSAA State Final Round,Dec 8-1,2021-03-20,KHSAA State First Round - 1,Dec 8-1
boys,2021,Cole Thomas,Ryle,Caleb Barnes,Johnson Central,126,2021-03-27,KHSAA State Final Round,Fall 0:48,2021-03-20,KHSAA State First Round - 1,Fall 0:48
boys,2021,Jayden Frazier,Paducah Tilghman,Cole Thomas,Ryle,126,2021-03-27,KHSAA State Final Round,Dec 12-7,2021-03-20,KHSAA State First Round - 1,Dec 12-7
boys,2021,Thomas Hoppes,LaRue County,Jonah Bowers,Campbell County,132,2021-03-27,KHSAA State Final Round,Dec 7-3,2021-03-20,KHSAA State First Round - 1,Dec 7-3
boys,2021,Thomas Hoppes,LaRue County,Chris Begley,Madison Southern,132,2021-03-27,KHSAA State Final Round,Dec 9-4,2021-03-20,KHSAA State First Round - 1,Dec 9-4
boys,2021,Austin Grant-Hall,Christian County,Seth Davis,Johnson Central,138,2021-03-27,KHSAA State Final Round,Fall 4:25,2021-03-20,KHSAA State First Round - 1,Fall 4:25
boys,2021,Jameson Smith,Ryle,Seth Davis,Johnson Central,138,2021-03-27,KHSAA State Final Round,Fall 0:25,2021-03-20,KHSAA State First Round - 1,Fall 0:25
boys,2021,Austin Grant-Hall,Christian County,Gavin Andreoni,Woodford County,138,2021-03-27,KHSAA State Final Round,Dec 8-6,2021-03-20,KHSAA State First Round - 1,Dec 8-6
boys,2021,Gavin Andreoni,Woodford County,Jameson Smith,Ryle,138,2021-03-27,KHSAA State Final Round,MD 11-2,2021-03-20,KHSAA State First Round - 1,MD 11-2
boys,2021,Samuel Grandstaff,Conner,Gabe Fortier,LaRue County,144,2021-03-27,KHSAA State Final Round,MD 16-5,2021-03-20,KHSAA State First Round - 1,MD 16-5
boys,2021,Rusty Craddock,Ryle,Reece Goss,Johnson Central,144,2021-03-27,KHSAA State Final Round,Dec 8-2,2021-03-20,KHSAA State First Round - 1,Dec 8-2
boys,2021,Zac Cowan,Madison Central,Rusty Craddock,Ryle,144,2021-03-27,KHSAA State Final Round,MD 13-0,2021-03-20,KHSAA State First Round - 1,MD 13-0
boys,2021,Gabe Fortier,LaRue County,Zac Cowan,Madison Central,144,2021-03-27,KHSAA State Final Round,MD 10-0,2021-03-20,KHSAA State First Round - 1,MD 10-0
boys,2021,Malachi Rider,Paducah Tilghman,Zac Cowan,Madison Central,144,2021-03-27,KHSAA State Final Round,SV-1 3-1,2021-03-20,KHSAA State First Round - 1,SV-1 3-1
boys,2021,Gabe Fortier,LaRue County,Justin Krebs,St. Xavier,144,2021-03-27,KHSAA State Final Round,Dec 8-4,2021-03-20,KHSAA State First Round - 1,Dec 8-4
boys,2021,Rusty Craddock,Ryle,Justin Krebs,St. Xavier,144,2021-03-27,KHSAA State Final Round,Dec 3-0,2021-03-20,KHSAA State First Round - 1,Dec 3-0
boys,2021,David Conner,Paducah Tilghman,Carter Messerly,Ryle,150,2021-03-27,KHSAA State Final Round,Dec 5-4,2021-03-20,KHSAA State First Round - 1,Dec 5-4
boys,2021,Payne Carr,Union County,Carter Messerly,Ryle,150,2021-03-27,KHSAA State Final Round,MD 16-7,2021-03-20,KHSAA State First Round - 1,MD 16-7
boys,2021,Cole Nance,Anderson County,Thomas Ketchen-Carter,Campbell County,157,2021-03-27,KHSAA State Final Round,Fall 1:21,2021-03-20,KHSAA State First Round - 1,Fall 1:21
boys,2021,Cole Nance,Anderson County,Zack McCourt,Johnson Central,157,2021-03-27,KHSAA State Final Round,Dec 11-6,2021-03-20,KHSAA State First Round - 1,Dec 11-6
boys,2021,Dalton Russelburg,Union County,Noah Duke,Ryle,165,2021-03-27,KHSAA State Final Round,Fall 0:36,2021-03-20,KHSAA State First Round - 1,Fall 0:36
boys,2021,Oscar (J.T.) Adams,Christian County,Joel Hatchett,Fern Creek,190,2021-03-27,KHSAA State Final Round,Dec 6-5,2021-03-20,KHSAA State First Round - 1,Dec 6-5
boys,2021,Dyllan Davis,Anderson County,Levid Rodriguez,Johnson Central,190,2021-03-27,KHSAA State Final Round,Fall 2:04,2021-03-20,KHSAA State First Round - 1,Fall 2:04
boys,2021,Rocky Whitehead,Madison Southern,Dyllan Davis,Anderson County,190,2021-03-27,KHSAA State Final Round,MD 10-2,2021-03-20,KHSAA State First Round - 1,MD 10-2
boys,2021,Conner Lambert,LaRue County,Rocky Whitehead,Madison Southern,190,2021-03-27,KHSAA State Final Round,Dec 6-0,2021-03-20,KHSAA State First Round - 1,Dec 6-0
boys,2021,Conner Lambert,LaRue County,Conner Jones,Simon Kenton,190,2021-03-27,KHSAA State Final Round,SV-1 7-5,2021-03-20,KHSAA State First Round - 1,SV-1 7-5
boys,2021,Zaine Christian,Ashland Blazer,Gabe Savage,Ryle,215,2021-03-27,KHSAA State Final Round,Fall 5:53,2021-03-20,KHSAA State First Round - 1,Fall 5:53
boys,2021,Gabe Savage,Ryle,Carter Guillaume,St. Xavier,215,2021-03-27,KHSAA State Final Round,Fall 3:42,2021-03-20,KHSAA State First Round - 1,Fall 3:42
boys,2021,TyDarius Kelly,Christian County,Alex Martin,Fern Creek,285,2021-03-27,KHSAA State Final Round,Dec 7-4,2021-03-20,KHSAA State First Round - 1,Dec 7-4
boys,2021,Tayshaun Marshall,Ryle,Alex Martin,Fern Creek,285,2021-03-27,KHSAA State Final Round,Fall 2:43,2021-03-20,KHSAA State First Round - 1,Fall 2:43
boys,2021,Andrew Pottle,Ohio County,Branson Smith,Martin County High School,285,2021-03-27,KHSAA State Final Round,Fall 0:57,2021-03-20,KHSAA State First Round - 1,Fall 0:57
boys,2021,TyDarius Kelly,Christian County,Ian Hughes,Simon Kenton,285,2021-03-27,KHSAA State Final Round,Fall 1:20,2021-03-20,KHSAA State First Round - 1,Fall 1:20
